#number;groundtruth;mba
440;(((-((b^(b+(e-e)))&(b&b)))-(~b)));((~ (((~ ((b | (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))) - (b & (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e))))))) | ((~ b | b) - ~ b)) + ((b | (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))) - (b & (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))))) + 1) + 1) & ~ (- b - 1)) - (~ (~ (((~ ((b | (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))) - (b & (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e))))))) | ((~ b | b) - ~ b)) + ((b | (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))) - (b & (((b | ((e ^ e) - ((~ e & e) + (~ e & e)))) + (b | ((e ^ e) - ((~ e & e) + (~ e & e))))) - (b ^ ((e ^ e) - ((~ e & e) + (~ e & e)))))))) + 1) + 1) & (- b - 1))
441;((~(~(-((b-(b&b))+(a|b))))));- (((((b & ~ (((~ b | b) + b) + 1)) - (~ b & (((~ b | b) + b) + 1))) - ~ ((a & ~ b) + b)) - 1) - 1) - 1
442;((((b^(a-(-b)))*a)*((-(-a))-(a-a))));((((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a) * ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) | a) + ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & ~ a) * (~ (((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a)) & (((~ (~ (a - 1) - 1) & ~ ((a ^ a) - ((~ a & a) << 1))) << 1) - (~ (~ (a - 1) - 1) ^ ((a ^ a) - ((~ a & a) << 1))))) * ((((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a) * ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) | a) + ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & ~ a) * (~ (((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a)) | (((~ (~ (a - 1) - 1) & ~ ((a ^ a) - ((~ a & a) << 1))) << 1) - (~ (~ (a - 1) - 1) ^ ((a ^ a) - ((~ a & a) << 1))))) + ((((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a) * ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) | a) + ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & ~ a) * (~ (((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a)) & ~ (((~ (~ (a - 1) - 1) & ~ ((a ^ a) - ((~ a & a) << 1))) << 1) - (~ (~ (a - 1) - 1) ^ ((a ^ a) - ((~ a & a) << 1))))) * (~ (((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a) * ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) | a) + ((((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & ~ a) * (~ (((b - ((a + ~ (~ b + 1)) + 1)) - ((b | ~ ((a + ~ (~ b + 1)) + 1)) + (b | ~ ((a + ~ (~ b + 1)) + 1)))) - 2) & a)) & (((~ (~ (a - 1) - 1) & ~ ((a ^ a) - ((~ a & a) << 1))) << 1) - (~ (~ (a - 1) - 1) ^ ((a ^ a) - ((~ a & a) << 1)))))
443;(((e*e)|((a|(a+e))+(~e))));((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + ((((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) ^ (- e - 1)) + ((((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) & (- e - 1)) + (((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) & (- e - 1))))) + 1) + ((- ((e & e) * (e | e) + (e & ~ e) * (~ e & e)) - 1) | (- ((((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) ^ (- e - 1)) + ((((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) & (- e - 1)) + (((a & ~ ((a ^ e) + ((a & e) + (a & e)))) + ((a ^ e) + ((a & e) + (a & e)))) & (- e - 1)))) - 1))
444;((((c&(~c))-d)+(((d+a)|(-a))*a)));(((((c | c) - c) ^ d) - ((~ ((c | c) - c) & d) + (~ ((c | c) - c) & d))) ^ (((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & a) * ((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) | a) + ((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & ~ a) * (~ (((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & a))) + ((((((c | c) - c) ^ d) - ((~ ((c | c) - c) & d) + (~ ((c | c) - c) & d))) & (((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & a) * ((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) | a) + ((((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & ~ a) * (~ (((((d - ~ a) - 1) + ~ (a - 1)) + 1) + ((- ((d - ~ a) - 1) - 1) | (- (~ (a - 1)) - 1))) & a))) << 1)
445;(((-((-d)*e))|(d^((d+d)+b))));((~ (((~ (d - 1) & e) * (~ (d - 1) | e) + (~ (d - 1) & ~ e) * (~ (~ (d - 1)) & e)) - 1) + (((d - (((((d | d) << 1) - (d ^ d)) | b) + ((((d | d) << 1) - (d ^ d)) & b))) - ((d | ~ (((((d | d) << 1) - (d ^ d)) | b) + ((((d | d) << 1) - (d ^ d)) & b))) << 1)) - 2)) + 1) + ((- (~ (((~ (d - 1) & e) * (~ (d - 1) | e) + (~ (d - 1) & ~ e) * (~ (~ (d - 1)) & e)) - 1)) - 1) | (- (((d - (((((d | d) << 1) - (d ^ d)) | b) + ((((d | d) << 1) - (d ^ d)) & b))) - ((d | ~ (((((d | d) << 1) - (d ^ d)) | b) + ((((d | d) << 1) - (d ^ d)) & b))) << 1)) - 2) - 1))
446;(((~((b^d)&b))-(~(~((d^d)-e)))));((- ((~ ((b | d) - (b & d)) | b) - ~ ((b | d) - (b & d))) - 1) ^ (- (~ (((d - d) - ((d | ~ d) + (d | ~ d))) - 2) + e) - 1)) - ((~ (- ((~ ((b | d) - (b & d)) | b) - ~ ((b | d) - (b & d))) - 1) & (- (~ (((d - d) - ((d | ~ d) + (d | ~ d))) - 2) + e) - 1)) + (~ (- ((~ ((b | d) - (b & d)) | b) - ~ ((b | d) - (b & d))) - 1) & (- (~ (((d - d) - ((d | ~ d) + (d | ~ d))) - 2) + e) - 1)))
447;((~((~(~(a*c)))&(b|((c&b)*c)))));- ((~ (- (- ((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - 1) - 1) | (((b + (((((~ c | b) + c) + 1) & c) * ((((~ c | b) + c) + 1) | c) + ((((~ c | b) + c) + 1) & ~ c) * (~ (((~ c | b) + c) + 1) & c))) + 1) + ((- b - 1) | (- (((((~ c | b) + c) + 1) & c) * ((((~ c | b) + c) + 1) | c) + ((((~ c | b) + c) + 1) & ~ c) * (~ (((~ c | b) + c) + 1) & c)) - 1)))) - ~ (- (- ((a & c) * (a | c) + (a & ~ c) * (~ a & c)) - 1) - 1)) - 1
448;(((-((d*d)^((~c)|c)))+((d^d)&(~d))));(~ (((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | ((((- c - 1) + c) + 1) + ((- (- c - 1) - 1) | (- c - 1)))) - (((d & d) * (d | d) + (d & ~ d) * (~ d & d)) & ((((- c - 1) + c) + 1) + ((- (- c - 1) - 1) | (- c - 1))))) - 1) | (((d | d) - (d & d)) - (((d | d) - (d & d)) & d))) + (~ (((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | ((((- c - 1) + c) + 1) + ((- (- c - 1) - 1) | (- c - 1)))) - (((d & d) * (d | d) + (d & ~ d) * (~ d & d)) & ((((- c - 1) + c) + 1) + ((- (- c - 1) - 1) | (- c - 1))))) - 1) & (((d | d) - (d & d)) - (((d | d) - (d & d)) & d)))
449;(((e-c)^(-(~c))));((((e ^ c) - ((~ e & c) + (~ e & c))) - (c + 1)) - ((((e ^ c) - ((~ e & c) + (~ e & c))) | ~ (c + 1)) + (((e ^ c) - ((~ e & c) + (~ e & c))) | ~ (c + 1)))) - 2
450;(((((b^a)*a)+(~b))^(b&b)));((((((((b | a) - (b & a)) & a) * (((b | a) - (b & a)) | a) + (((b | a) - (b & a)) & ~ a) * (~ ((b | a) - (b & a)) & a)) - ~ (- b - 1)) - 1) - ((~ b | b) - ~ b)) - ((((((((b | a) - (b & a)) & a) * (((b | a) - (b & a)) | a) + (((b | a) - (b & a)) & ~ a) * (~ ((b | a) - (b & a)) & a)) - ~ (- b - 1)) - 1) | ~ ((~ b | b) - ~ b)) << 1)) - 2
451;((~(~(((e+b)+b)|(-a)))));- (- (((((((e | b) + (e & b)) - ~ b) - 1) + (~ a + 1)) + 1) + ((- ((((e | b) + (e & b)) - ~ b) - 1) - 1) | (- (~ a + 1) - 1))) - 1) - 1
452;((-((((a*(-b))^a)*(-(~(b-b))))+(d+a))));~ (((((((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & (((b ^ b) - ((~ b & b) << 1)) + 1)) * (((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) | (((b ^ b) - ((~ b & b) << 1)) + 1)) + (((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & ~ (((b ^ b) - ((~ b & b) << 1)) + 1)) * (~ ((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & (((b ^ b) - ((~ b & b) << 1)) + 1))) ^ (((d ^ ~ a) + ((d | a) + (d | a))) + 1)) + ((((((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & (((b ^ b) - ((~ b & b) << 1)) + 1)) * (((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) | (((b ^ b) - ((~ b & b) << 1)) + 1)) + (((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & ~ (((b ^ b) - ((~ b & b) << 1)) + 1)) * (~ ((((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) | a) - (((a & (~ b + 1)) * (a | (~ b + 1)) + (a & ~ (~ b + 1)) * (~ a & (~ b + 1))) & a)) & (((b ^ b) - ((~ b & b) << 1)) + 1))) & (((d ^ ~ a) + ((d | a) + (d | a))) + 1)) << 1)) - 1)
453;(((a+(a|a))+(a-b)));((((a | (((a + a) + 1) + ((- a - 1) | (- a - 1)))) + (a | (((a + a) + 1) + ((- a - 1) | (- a - 1))))) - (a ^ (((a + a) + 1) + ((- a - 1) | (- a - 1))))) | (((a & ~ b) << 1) - (a ^ b))) + ((((a | (((a + a) + 1) + ((- a - 1) | (- a - 1)))) + (a | (((a + a) + 1) + ((- a - 1) | (- a - 1))))) - (a ^ (((a + a) + 1) + ((- a - 1) | (- a - 1))))) & (((a & ~ b) << 1) - (a ^ b)))
454;(((a-a)&((d*d)^(d*a))));(~ ((a & ~ a) - (~ a & a)) | (((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) - ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) - ((((d & d) * (d | d) + (d & ~ d) * (~ d & d)) | ~ ((d & a) * (d | a) + (d & ~ a) * (~ d & a))) << 1)) - 2)) - ~ ((a & ~ a) - (~ a & a))
455;((d+((e|d)^((d^d)^e))));((d | (((((e & ~ d) + d) - (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) - ((((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) + (((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)))) - 2)) + (d | (((((e & ~ d) + d) - (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) - ((((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) + (((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)))) - 2))) - (d ^ (((((e & ~ d) + d) - (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) - ((((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)) + (((e & ~ d) + d) | ~ (((((d | d) - (d & d)) - e) - ((((d | d) - (d & d)) | ~ e) + (((d | d) - (d & d)) | ~ e))) - 2)))) - 2))
456;((((~d)^(-(d+d)))^(~((~d)|((d^a)|a)))));(((((- d - 1) | (~ ((d ^ d) + ((d & d) << 1)) + 1)) - ((- d - 1) & (~ ((d ^ d) + ((d & d) << 1)) + 1))) - (- (((- d - 1) & ~ (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) + (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) - 1)) - (((((- d - 1) | (~ ((d ^ d) + ((d & d) << 1)) + 1)) - ((- d - 1) & (~ ((d ^ d) + ((d & d) << 1)) + 1))) | ~ (- (((- d - 1) & ~ (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) + (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) - 1)) + ((((- d - 1) | (~ ((d ^ d) + ((d & d) << 1)) + 1)) - ((- d - 1) & (~ ((d ^ d) + ((d & d) << 1)) + 1))) | ~ (- (((- d - 1) & ~ (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) + (((((d | a) - (d & a)) + a) + 1) + ((- ((d | a) - (d & a)) - 1) | (- a - 1)))) - 1)))) - 2
457;((((c^e)+(-(a-c)))*(((c&e)+c)&a)));((((((c | e) - (c & e)) | (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1)) << 1) - (((c | e) - (c & e)) ^ (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1))) & (((~ (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1)) | a) + (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1))) + 1)) * ((((((c | e) - (c & e)) | (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1)) << 1) - (((c | e) - (c & e)) ^ (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1))) | (((~ (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1)) | a) + (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1))) + 1)) + ((((((c | e) - (c & e)) | (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1)) << 1) - (((c | e) - (c & e)) ^ (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1))) & ~ (((~ (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1)) | a) + (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1))) + 1)) * (~ (((((c | e) - (c & e)) | (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1)) << 1) - (((c | e) - (c & e)) ^ (~ ((a ^ c) - ((~ a & c) + (~ a & c))) + 1))) & (((~ (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1)) | a) + (((((~ c | e) + c) + 1) ^ c) + (((((~ c | e) + c) + 1) & c) << 1))) + 1))
458;((((a^(d|a))*a)+(a|(-(a&(a^d))))));(((((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a) * ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) | a) + ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & ~ a) * (~ (((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a)) | (((a + ~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) + 1) + ((- a - 1) | (- (~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) - 1)))) + ((((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a) * ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) | a) + ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & ~ a) * (~ (((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a)) | (((a + ~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) + 1) + ((- a - 1) | (- (~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) - 1))))) - ((((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a) * ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) | a) + ((((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & ~ a) * (~ (((a - ((d & ~ a) + a)) - ((a | ~ ((d & ~ a) + a)) + (a | ~ ((d & ~ a) + a)))) - 2) & a)) ^ (((a + ~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) + 1) + ((- a - 1) | (- (~ ((((~ a | (((a - d) - ((a | ~ d) << 1)) - 2)) + a) + 1) - 1)) - 1))))
459;(((~c)-(e+(a^e))));((- c - 1) & ~ ((e - ~ (((a - e) - ((a | ~ e) << 1)) - 2)) - 1)) - (~ (- c - 1) & ((e - ~ (((a - e) - ((a | ~ e) << 1)) - 2)) - 1))
460;((((e+e)&e)|(c-e)));(((~ (((e ^ ~ e) + ((e | e) << 1)) + 1) | e) - ~ (((e ^ ~ e) + ((e | e) << 1)) + 1)) & ~ ((c + ~ e) + 1)) + ((c + ~ e) + 1)
